authfull,inst_name,cntry,np6019,np,firstyr,lastyr,rank (ns),nc9619 (ns),h19 (ns),hm19 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6019 cited9619 (ns),np cited9619 (ns),self%,rank,nc9619,h19,hm19,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6019 cited9619,np cited9619,np6019_d,np_d,nc9619_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,top percentile,top percentile (ns),is_diaspora,academic_age,percentile_group
"Orphanides, Pan",Orphanco,,5,5,1993,2008,7233720,2,1,1.0,1,0,4,2,4,2,0.535665336918962,2,1.0,2,2,0.0,7399246,2,1,1.0,1,0,4,2,4,2,0.532813523855646,2,1.0,2,2,0,0,0,Physical Chemistry,1.0,,0.666666666666666,Chemistry,1.0,31878.0,31451.0,32362.0,98.5044187627464,97.1849700265743,1,27,other
"Martakis, N.",Seismotech S.A.,,29,29,2003,2020,3413058,125,6,2.68333333333333,0,0,2,13,13,36,1.51134603948772,112,1.11607142857142,17,17,0.3207,3024695,184,8,2.88333333333333,0,0,2,21,13,65,1.67357461914955,146,1.26027397260273,18,18,0,0,2,Geochemistry & Geophysics,1.0,,0.074074074074074,Earth & Environmental Sciences,1.0,32202.0,34401.0,72022.0,44.7113382022159,47.7645719363527,1,17,other
"Patronas, Nickolas J.",Clinical Center,,5,5,1986,2009,6356310,21,3,0.740909090909091,0,0,0,0,3,11,0.808353526517415,20,1.05,4,4,0.0455,6627047,22,3,0.740909090909091,0,0,0,0,3,11,0.807655496080879,21,1.04761904761904,4,4,0,0,0,Dermatology & Venereal Diseases,1.0,,4.0,Clinical Medicine,1.0,35999.0,35443.0,41404.0,86.945705728915,85.6028403052845,1,34,other
"Papadimitriou, Iakovos",Gamma Technologies LLC,,16,16,2001,2019,1915421,219,7,3.39166666666666,1,0,6,111,10,197,1.92234918249065,216,1.01388888888888,12,12,0.0988,2021683,243,8,3.39166666666666,1,0,6,113,10,217,1.95246432416765,240,1.0125,13,13,0,0,3,Energy,0.5,Industrial Engineering & Automation,0.25,Enabling & Strategic Technologies,0.5,38938.0,35732.0,188556.0,20.6506289908568,18.9503383610174,1,19,other
"Sypsa, V.",,,7,7,2013,2016,6167557,375,7,0.0940182584862882,0,0,0,0,0,0,0.855085281437097,333,1.12612612612612,7,7,0.2409,6383668,494,7,0.0940182584862882,0,0,0,0,0,0,0.871626156208025,409,1.20782396088019,7,7,0,0,2,Toxicology,0.428571428571428,Environmental & Occupational Health,0.285714285714285,Biomedical Research,0.428571428571428,38818.0,38011.0,45500.0,85.3142857142857,83.5406593406593,1,7,other
"Minos-Minopoulos, D.",Ministry of Culture,,7,7,2004,2019,3892738,88,4,1.7095238095238,0,0,2,9,5,84,1.39873946636266,87,1.01149425287356,6,6,0.1111,4094327,99,4,1.7095238095238,0,0,2,11,5,93,1.42500814701064,97,1.02061855670103,6,6,0,0,0,Geochemistry & Geophysics,1.0,,0.4,Earth & Environmental Sciences,1.0,41557.0,38522.0,72022.0,57.7004248701785,53.4864347005081,1,16,other
"Iliadis, N.",School of Veterinary Medicine,,12,12,1980,2006,6376516,97,4,1.09285714285714,3,0,5,0,5,0,0.803278101704892,97,1.0,6,6,0.03,6652609,100,4,1.09285714285714,3,0,5,0,5,0,0.80049683688253,100,1.0,6,6,0,0,2,Veterinary Sciences,0.75,Microbiology,0.25,"Agriculture, Fisheries & Forestry",0.75,41316.0,39858.0,46381.0,89.0795800004312,85.9360514003579,1,40,other
"Kollias, P.",,,6,6,1983,2007,7651030,1,1,0.333333333333333,0,0,3,0,5,1,0.295046508315509,1,1.0,1,1,0.5,7650756,2,1,0.333333333333333,0,0,3,0,5,2,0.357678788131475,2,1.0,1,1,0,0,0,Environmental Engineering,0.6,Geological & Geomatics Engineering,0.2,Engineering,0.8,41651.0,41611.0,42832.0,97.2427157265595,97.1493276055285,1,37,other
"Anastassiadou, Maria",,,56,56,2018,2020,6205707,19,2,0.311534682490202,0,0,49,8,49,8,0.846338028191851,18,1.05555555555555,10,10,0.6346,4558662,52,4,0.963083665946619,0,0,49,35,49,35,1.3199576998495,44,1.18181818181818,30,30,0,0,0,Food Science,1.0,,17.6666666666666,"Agriculture, Fisheries & Forestry",1.0,33500.0,42722.0,48711.0,68.772967091622,87.7050358235306,1,2,other
"Chaniotis, Dimitrios",RTE,,5,5,2000,2005,2243068,172,5,2.33333333333333,0,0,5,172,5,172,1.81846176277983,171,1.00584795321637,5,5,0.0337,2465663,178,5,2.33333333333333,0,0,5,178,5,178,1.81970734381201,177,1.00564971751412,5,5,0,0,1,Energy,0.8,Electrical & Electronic Engineering,0.2,Enabling & Strategic Technologies,0.8,48608.0,42763.0,188556.0,25.7790788943337,22.6792040560894,1,20,other
Eracleous,,,7,7,2005,2005,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,Astronomy & Astrophysics,1.0,,,Physics & Astronomy,1.0,42874.0,42780.0,42963.0,99.7928450061681,99.5740520913344,1,15,other
"Lois, A.",Seismotech S.A.,,15,15,2011,2020,4385694,62,4,1.41666666666666,0,0,5,16,6,22,1.28506655371388,50,1.24,10,10,0.2874,4041255,87,5,1.66666666666666,0,0,5,26,6,37,1.43698816144145,66,1.31818181818181,10,10,0,0,1,Geochemistry & Geophysics,0.933333333333333,Networking & Telecommunications,0.0666666666666666,Earth & Environmental Sciences,0.933333333333333,41102.0,42866.0,72022.0,57.0686734608869,59.5179250784482,1,9,other
"Georgiou, J.",Department of Chemical Engineering,,7,7,1988,1997,5564055,44,3,1.14285714285714,0,0,0,0,3,39,1.00599427053974,42,1.04761904761904,5,5,0.2143,5466804,56,4,1.64285714285714,0,0,0,0,3,41,1.10711551246733,49,1.14285714285714,6,6,0,0,1,Inorganic & Nuclear Chemistry,0.5,Applied Physics,0.5,Chemistry,0.5,44854.0,43971.0,58089.0,77.2159961438482,75.6959148892217,1,32,other
"Psaltis, Gregory",,,7,7,1981,2011,5893152,14,3,1.16666666666666,2,0,4,4,6,7,0.923752809732236,14,1.0,3,3,0.0,6202135,14,3,1.16666666666666,2,0,4,4,6,7,0.919158222905102,14,1.0,3,3,1,1,2,Dentistry,1.0,,2.5,Clinical Medicine,1.0,46437.0,45241.0,55809.0,83.2070096221039,81.0639860954326,1,39,other
"Matheou, Demetrios",,,17,17,2001,2015,4281306,14,2,2.0,15,14,15,14,16,14,1.30889684754903,14,1.0,6,6,0.0,4627126,14,2,2.0,15,14,15,14,16,14,1.30407008865915,14,1.0,6,6,0,0,0,General & Internal Medicine,1.0,,16.0,Clinical Medicine,1.0,47875.0,45292.0,107698.0,44.4530074838901,42.0546342550465,1,19,other
"Pascalis, J. G.",Université de Reims Champagne-Ardenne,,36,36,1988,1998,6068058,24,3,0.916666666666666,1,0,21,0,33,19,0.880118398299249,24,1.0,5,5,0.0769,6345964,26,3,0.916666666666666,1,0,21,0,33,19,0.881731519236016,26,1.0,5,5,0,0,0,Psychiatry,1.0,,11.0,Clinical Medicine,1.0,48900.0,47639.0,56383.0,86.7282691591437,84.4917794370643,1,32,other
"Doukas, Kathleen",Research Team,,6,6,2018,2020,7509357,11,2,0.0416319221007996,0,0,0,0,0,0,0.399503507838033,11,1.0,6,6,0.2143,7594517,14,2,0.0416319221007996,0,0,0,0,0,0,0.414491652777697,14,1.0,6,6,0,0,0,Pediatrics,0.666666666666666,Developmental & Child Psychology,0.166666666666666,Clinical Medicine,0.833333333333333,48318.0,48097.0,49992.0,96.6514642342774,96.2093935029604,1,2,other
"Garyfalos, Anargyros",IEEE,,6,6,2003,2008,3221742,74,4,2.0,0,0,5,72,5,72,1.55748767733132,69,1.07246376811594,6,6,0.1591,3197765,88,5,2.5,0,0,5,73,5,73,1.63147558263396,83,1.06024096385542,6,6,0,0,2,Networking & Telecommunications,0.666666666666666,Information Systems,0.166666666666666,Information & Communication Technologies,0.833333333333333,49909.0,48117.0,162693.0,30.6767961743898,29.5753351404178,1,17,other
"Mangas, Iris",,,5,5,2019,2020,7708283,3,1,0.0460491889063317,0,0,0,0,0,0,0.241902584291288,3,1.0,2,2,0.25,7681332,4,2,0.0460491889063317,0,0,0,0,0,0,0.329406173321589,4,1.0,2,2,0,0,0,Food Science,1.0,,,"Agriculture, Fisheries & Forestry",1.0,48512.0,48533.0,48711.0,99.5914680462318,99.6345794584385,1,1,other
"Anastassiadou, Maria",,,6,6,2018,2018,7756824,1,1,0.0357142857142857,0,0,0,0,0,0,0.185401810780018,1,1.0,1,1,0.9091,7598535,11,2,0.107509157509157,0,0,0,0,0,0,0.409910154791473,8,1.375,3,3,0,0,0,Food Science,1.0,,2.0,"Agriculture, Fisheries & Forestry",1.0,48371.0,48609.0,48711.0,99.3020057071298,99.7906017121389,1,2,other
"Sofianidis, Konstantinos",,,9,9,2019,2020,7757221,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,1.0,7791000,1,1,0.04,0,0,0,0,0,0,0.184882107236175,1,1.0,1,1,0,0,0,Food Science,1.0,,0.285714285714285,"Agriculture, Fisheries & Forestry",1.0,48666.0,48620.0,48711.0,99.9076184024142,99.8131838804376,1,1,other
"Georgaklis, Clifton",Adult Cosmetic Orthodontics,,17,17,1999,2012,6413173,4,1,1.0,15,4,17,4,17,4,0.793595768775029,4,1.0,3,3,0.6,5064066,10,2,2.0,15,10,17,10,17,10,1.20336204811236,8,1.25,5,5,0,0,1,Dentistry,1.0,,7.5,Clinical Medicine,1.0,37829.0,48643.0,55809.0,67.7829740722822,87.159777096884,1,21,other
"Kanaris, L.",Sigint Solutions,,14,14,2012,2020,3271401,93,5,1.6,0,0,7,59,7,59,1.5454318818739,88,1.05681818181818,10,10,0.4188,2903682,160,7,1.87142857142857,0,0,7,81,7,81,1.70379643137523,120,1.33333333333333,13,13,0,0,3,Networking & Telecommunications,0.642857142857142,Analytical Chemistry,0.214285714285714,Information & Communication Technologies,0.714285714285714,44327.0,49088.0,162693.0,27.2457942259347,30.1721647520176,1,8,other
"Kosmas, Christos",University Hospitals Case Medical Center,,20,20,2014,2019,4636905,107,7,2.07063492063492,0,0,1,1,6,10,1.22683744603786,101,1.05940594059405,13,13,0.0446,4978350,112,7,2.07063492063492,0,0,1,1,6,10,1.22355389496216,105,1.06666666666666,13,13,1,1,1,Nuclear Medicine & Medical Imaging,0.6875,Neurology & Neurosurgery,0.125,Clinical Medicine,1.0,52448.0,49493.0,84992.0,61.7093373493975,58.2325395331325,1,6,other
"Katranaras, Efstathios",Sequans Communications,,20,20,2008,2020,3459269,124,5,2.30555555555555,0,0,9,28,9,28,1.50026405593806,120,1.03333333333333,13,13,0.1842,3060118,152,7,2.80555555555555,0,0,9,45,9,45,1.66486152914615,137,1.10948905109489,17,17,0,0,2,Networking & Telecommunications,0.947368421052631,Computer Hardware & Architecture,0.0526315789473684,Information & Communication Technologies,1.0,47259.0,52829.0,162693.0,29.0479614980361,32.471587591353,1,12,other
"Dimitrakis, William J.",Lubrizol Corporation,,6,6,1997,2008,5268311,11,1,1.0,2,11,2,11,2,11,1.07814031093253,11,1.0,2,2,0.0,5598497,11,1,1.0,2,11,2,11,2,11,1.07484865625537,11,1.0,2,2,0,0,0,Mechanical Engineering & Transports,0.5,Chemical Engineering,0.25,Engineering,1.0,60039.0,52982.0,94209.0,63.7295799764353,56.2387882261779,1,23,other
"Karamariti, Eirini",Faculty of Life Sciences & Medicine,,15,15,2010,2019,2495685,583,10,1.63474946106525,0,0,2,42,2,42,1.74538256470567,549,1.06193078324225,15,15,0.173,2360845,705,12,1.63474946106525,0,0,2,64,2,64,1.84932061155636,614,1.14820846905537,15,15,0,0,2,Cardiovascular System & Hematology,0.4,Biochemistry & Molecular Biology,0.2,Clinical Medicine,0.6,49588.0,53514.0,152718.0,32.4703047446928,35.0410560641181,1,10,other
"Lamproglou, Ioannis",Unité de 1 Radiochirurgie GK Region IDF,,27,27,1994,2016,1690805,429,13,2.97142857142857,0,0,9,101,10,114,2.00174169306811,385,1.11428571428571,24,24,0.1209,1772795,488,13,3.07261904761904,0,0,9,122,10,135,2.03709841751861,429,1.13752913752913,26,26,0,0,3,Oncology & Carcinogenesis,0.416666666666666,Neurology & Neurosurgery,0.25,Clinical Medicine,0.666666666666666,58023.0,57589.0,232536.0,24.9522654556713,24.7656276877558,1,26,other
"Stefatos, A.",M Vest Energy,,5,5,2010,2019,6413164,80,2,0.783333333333333,0,0,1,0,3,4,0.793600881062736,78,1.02564102564102,3,3,0.0909,6611867,88,2,0.783333333333333,0,0,1,0,3,5,0.811729756273046,85,1.03529411764705,3,3,0,0,0,Geochemistry & Geophysics,1.0,,0.25,Earth & Environmental Sciences,1.0,63350.0,60505.0,72022.0,87.9592346782927,84.0090527894254,1,10,other
"Koussidis, Angelos",,,7,7,1979,2001,6067453,9,2,1.0,0,0,5,7,7,9,0.880259561744329,9,1.0,3,3,0.0,6365783,9,2,1.0,0,0,5,7,7,9,0.876356297332947,9,1.0,3,3,0,0,0,Surgery,1.0,,6.0,Clinical Medicine,1.0,63019.0,61488.0,81235.0,77.5761679079214,75.69151227919,1,41,other
"Bakos, L.",Semmelweis Egyetem,,12,12,1972,2001,7167125,17,2,0.959523809523809,0,0,0,0,3,0,0.565272588476297,16,1.0625,5,5,0.1053,7221067,19,3,0.959523809523809,0,0,0,0,3,0,0.620536851208263,17,1.11764705882352,5,5,0,0,0,Obstetrics & Reproductive Medicine,0.5,Gastroenterology & Hepatology,0.5,Clinical Medicine,1.0,62527.0,62927.0,66792.0,93.6145047311055,94.2133788477662,1,48,other
"Kambaxis, Manolis",,,8,8,2015,2016,6464712,148,6,0.217668880826775,0,0,0,0,0,0,0.781337462641932,139,1.06474820143884,8,8,0.2169,6585242,189,7,0.217668880826775,0,0,0,0,0,0,0.819184239668096,176,1.07386363636363,8,8,0,0,1,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,63400.0,63501.0,69452.0,91.2860680757933,91.4314922536428,1,5,other
"Papanikolaou, Christina",,,8,8,2015,2016,6464712,148,6,0.217668880826775,0,0,0,0,0,0,0.781337462641932,139,1.06474820143884,8,8,0.2169,6585242,189,7,0.217668880826775,0,0,0,0,0,0,0.819184239668096,176,1.07386363636363,8,8,0,0,1,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,63400.0,63501.0,69452.0,91.2860680757933,91.4314922536428,1,5,other
"Vellas, Spiros",,,8,8,2015,2016,6464712,148,6,0.217668880826775,0,0,0,0,0,0,0.781337462641932,139,1.06474820143884,8,8,0.2169,6585242,189,7,0.217668880826775,0,0,0,0,0,0,0.819184239668096,176,1.07386363636363,8,8,0,0,1,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,63400.0,63501.0,69452.0,91.2860680757933,91.4314922536428,1,5,other
"Mpougatsas, Dimitris",,,8,8,2015,2016,6464712,148,6,0.217668880826775,0,0,0,0,0,0,0.781337462641932,139,1.06474820143884,8,8,0.2169,6585242,189,7,0.217668880826775,0,0,0,0,0,0,0.819184239668096,176,1.07386363636363,8,8,0,0,1,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,63400.0,63501.0,69452.0,91.2860680757933,91.4314922536428,1,5,other
"Katinioti, Natassa",,,8,8,2015,2016,6464712,148,6,0.217668880826775,0,0,0,0,0,0,0.781337462641932,139,1.06474820143884,8,8,0.2169,6585242,189,7,0.217668880826775,0,0,0,0,0,0,0.819184239668096,176,1.07386363636363,8,8,0,0,1,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,63400.0,63501.0,69452.0,91.2860680757933,91.4314922536428,1,5,other
"Akrivopoulos, Orestis",SparkWorks ITC Ltd.,,10,10,2017,2020,3979206,57,3,1.66666666666666,0,0,5,40,5,40,1.37859968527999,53,1.0754716981132,8,8,0.4722,3476213,108,5,1.75757575757575,0,0,5,60,5,60,1.56581167977823,81,1.33333333333333,10,10,0,0,1,Networking & Telecommunications,0.4,Artificial Intelligence & Image Processing,0.3,Information & Communication Technologies,0.8,55417.0,63669.0,162693.0,34.0623136828259,39.1344433995316,1,3,other
"Sgourakis, G.",,,5,5,1999,2001,6419795,118,4,0.858333333333333,0,0,0,0,0,0,0.793321664716321,115,1.02608695652173,5,5,0.1324,6539115,136,5,0.858333333333333,0,0,0,0,0,0,0.831585705101306,129,1.05426356589147,5,5,0,0,2,Gastroenterology & Hepatology,1.0,,,Clinical Medicine,1.0,63322.0,63977.0,77132.0,82.0956282736088,82.9448218638178,1,21,other
"Laliotis, A.",,,6,6,2013,2016,5468060,8217,5,0.0121127341855246,0,0,0,0,0,0,1.02936645849252,6903,1.19035202086049,5,5,0.1597,5744688,9779,5,0.0121127341855246,0,0,0,0,0,0,1.03796351178084,8159,1.19855374433141,5,5,0,0,50,General & Internal Medicine,0.8,Cardiovascular System & Hematology,0.2,Clinical Medicine,1.0,65896.0,64105.0,107698.0,61.1859087448234,59.5229252168099,1,7,other
"Karvelas, Alexander","WesternGeco, LLC",,9,9,2015,2020,6911953,84,1,0.381818181818181,0,0,2,1,2,1,0.653672152863601,83,1.01204819277108,3,3,0.2,6633697,105,2,0.381818181818181,0,0,2,2,2,2,0.805722236643287,104,1.00961538461538,3,3,0,0,0,Geochemistry & Geophysics,1.0,,3.5,Earth & Environmental Sciences,1.0,63493.0,64559.0,72022.0,88.1577851212129,89.6378884229818,1,5,other
"Hatzigeorgiou, Mihail",,,7,7,2015,2016,6631018,126,5,0.189097452255346,0,0,0,0,0,0,0.736286562673792,119,1.05882352941176,7,7,0.241,6727598,166,6,0.189097452255346,0,0,0,0,0,0,0.780519613199375,155,1.07096774193548,7,7,0,0,0,Endocrinology & Metabolism,0.571428571428571,Cardiovascular System & Hematology,0.428571428571428,Clinical Medicine,1.0,64607.0,64930.0,69452.0,93.0239589932615,93.4890283937107,1,5,other
"Katevas, Kleomenis",Telefooónica Research,,11,11,2014,2020,4052672,35,4,1.74999999999999,0,0,7,34,7,34,1.36170164999488,34,1.02941176470588,7,7,0.3137,3975928,51,4,1.91666666666666,0,0,7,48,7,48,1.45181892442231,46,1.10869565217391,8,8,0,0,0,Networking & Telecommunications,0.636363636363636,Human Factors,0.181818181818181,Information & Communication Technologies,0.727272727272727,66187.0,65263.0,162693.0,40.682143669365,40.1142028237232,1,6,other
"Polychronopoulou, K.",Seismotech S.A.,,10,10,2012,2020,7047384,9,2,0.783333333333333,0,0,3,0,5,3,0.61137703328625,9,1.0,4,4,0.4375,6541057,16,3,0.783333333333333,0,0,3,1,5,9,0.831070824991088,16,1.0,6,6,0,0,0,Geochemistry & Geophysics,1.0,,0.111111111111111,Earth & Environmental Sciences,1.0,62769.0,65600.0,72022.0,87.1525367248896,91.0832801088556,1,8,other
"Pavlis, Robert",Labtronics,,12,12,2001,2010,5205782,7,2,2.0,11,6,12,7,12,7,1.09341639768898,7,1.0,4,4,0.0,5543134,7,2,2.0,11,6,12,7,12,7,1.08878908291069,7,1.0,4,4,0,0,0,Analytical Chemistry,0.666666666666666,,3.33333333333333,Chemistry,0.666666666666666,70334.0,66564.0,87855.0,80.0569119572022,75.7657503841557,1,19,other
"Poulopoulou, Sia",,,6,6,2015,2016,6870962,84,4,0.158794421952316,0,0,0,0,0,0,0.666800820902273,81,1.03703703703703,6,6,0.2759,6928034,116,5,0.158794421952316,0,0,0,0,0,0,0.72003103776748,112,1.03571428571428,6,6,0,0,0,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,66238.0,66565.0,69452.0,95.3723434890284,95.8431722628578,1,5,other
"Tselika, Constadina",,,6,6,2015,2016,6870962,84,4,0.158794421952316,0,0,0,0,0,0,0.666800820902273,81,1.03703703703703,6,6,0.2759,6928034,116,5,0.158794421952316,0,0,0,0,0,0,0.72003103776748,112,1.03571428571428,6,6,0,0,0,Endocrinology & Metabolism,0.5,Cardiovascular System & Hematology,0.5,Clinical Medicine,1.0,66238.0,66565.0,69452.0,95.3723434890284,95.8431722628578,1,5,other
"Mastorakou, Anna",LGPNMP,,10,10,1997,2007,5610962,74,4,0.927777777777777,0,0,0,0,3,16,0.994185243639941,74,1.0,7,7,0.039,5888820,77,4,0.927777777777777,0,0,0,0,3,18,1.00122098490645,76,1.01315789473684,7,7,0,0,1,General & Internal Medicine,0.444444444444444,General Clinical Medicine,0.111111111111111,Clinical Medicine,1.0,68666.0,66694.0,107698.0,63.7579156530297,61.9268695797507,1,23,other
"Vasiloglou, Nikolaos",Relational AI,,23,23,2002,2019,3090529,448,5,2.15238095238095,0,0,8,18,14,43,1.58964435542904,377,1.18832891246684,13,13,0.0782,3005553,486,7,2.31904761904761,0,0,8,22,14,50,1.67832278727899,406,1.19704433497536,14,14,0,0,2,Artificial Intelligence & Image Processing,0.476190476190476,Networking & Telecommunications,0.19047619047619,Information & Communication Technologies,0.714285714285714,68547.0,67132.0,218092.0,31.4303138125194,30.7815050529134,1,18,other
"Zacharakis, T. G.",,,21,21,1981,2018,7350688,3,1,1.0,1,0,10,1,10,1,0.4921955915582,3,1.0,3,3,0.0,7492917,3,1,1.0,1,0,10,1,10,1,0.489320133126473,3,1.0,3,3,0,0,0,Geochemistry & Geophysics,1.0,,20.0,Earth & Environmental Sciences,1.0,69734.0,68015.0,72022.0,96.8231929132765,94.4364222043264,1,39,other
"Kosmopoulos, P.",K-ecoprojects Co,,23,23,2005,2020,3416924,180,6,2.4,2,1,7,4,14,43,1.51043326155906,168,1.07142857142857,13,13,0.1176,3402163,204,6,2.9,2,1,7,6,14,51,1.58304763575602,185,1.1027027027027,14,14,0,0,1,Energy,0.526315789473684,Building & Construction,0.368421052631578,Enabling & Strategic Technologies,0.526315789473684,70211.0,68984.0,188556.0,37.2361526549141,36.5854175947729,1,15,other
"Vlastaris, Anthony",,,5,5,2012,2019,5796162,2975,5,0.0036501332056361,0,0,0,0,0,0,0.947873931810422,2942,1.0112168592794,5,5,0.2206,6036461,3817,5,0.0036501332056361,0,0,0,0,0,0,0.962590116717156,3752,1.01732409381663,5,5,0,0,14,General & Internal Medicine,0.8,Cardiovascular System & Hematology,0.2,Clinical Medicine,1.0,71532.0,70175.0,107698.0,66.4190607067912,65.159055878475,1,8,other
"Vainas, Oded",SimilarWeb,,6,6,2005,2019,4149263,135,4,0.902020202020201,0,0,3,25,3,25,1.33943722032052,135,1.0,5,5,0.2105,4194316,171,5,0.902020202020201,0,0,3,28,3,28,1.40244082571718,171,1.0,5,5,0,0,0,Immunology,0.4,Bioinformatics,0.2,Clinical Medicine,0.6,69765.0,70377.0,108909.0,64.058066826433,64.6200038564306,1,15,other
"Lazaridis, E.",,,7,7,1996,1997,7137009,18,3,0.602631578947368,0,0,0,0,0,0,0.578182247839807,16,1.125,6,6,0.2174,7285969,23,3,0.602631578947368,0,0,0,0,0,0,0.592573956366681,19,1.21052631578947,6,6,0,0,0,Gastroenterology & Hepatology,1.0,,,Clinical Medicine,1.0,72282.0,71953.0,77132.0,93.7120779961624,93.2855364829124,1,24,other
"Papaconstantinou, I.",,,6,6,2015,2020,7049148,97,3,0.0176003020904581,0,0,0,0,0,0,0.610647104285808,97,1.0,6,6,0.4641,6905317,181,5,0.0176003020904581,0,0,0,0,0,0,0.727315622717642,179,1.01117318435754,6,6,0,0,0,Surgery,0.833333333333333,Gastroenterology & Hepatology,0.166666666666666,Clinical Medicine,1.0,69985.0,73218.0,81235.0,86.151289468825,90.1311011263617,1,5,other
Kaltsoyannis,,,7,7,2003,2003,7635109,6,1,0.186464646464646,0,0,0,0,0,0,0.312519317840084,6,1.0,4,4,0.3333,7591398,9,2,0.229942907334211,0,0,0,0,0,0,0.417666490752394,9,1.0,5,5,0,0,0,Chemical Physics,1.0,,6.0,Physics & Astronomy,1.0,74006.0,73786.0,74360.0,99.5239376008606,99.228079612695,1,17,other
"Mouchtaris, Petros","Telcordia Technologies, Inc.",,11,11,1994,2007,4505740,151,3,1.9,0,0,1,0,3,123,1.2572284202263,150,1.00666666666666,9,9,0.0195,4835164,154,3,1.95,0,0,1,0,3,123,1.25667460680122,153,1.00653594771241,9,9,0,0,7,Networking & Telecommunications,0.5,Optoelectronics & Photonics,0.333333333333333,Information & Communication Technologies,0.666666666666666,86792.0,75620.0,162693.0,53.3471015962579,46.480180462589,1,26,other
"Amanatidis, T.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Chouliaras, C.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Kefalou, E.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Ioannidis, P.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Saridaki, A.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Alexandrou, A.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Photi, E.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
"Psaras, G.",,,5,5,2018,2018,7347505,22,3,0.0037114132015692,0,0,0,0,0,0,0.493983795475699,22,1.0,5,5,0.4359,7325582,39,4,0.0037114132015692,0,0,0,0,0,0,0.573663920248773,37,1.05405405405405,5,5,0,0,0,Surgery,1.0,,,Clinical Medicine,1.0,75562.0,76597.0,81235.0,93.0165569028128,94.2906382716809,1,2,other
